frame_index,timestamp,ear,alarm,latency_ms
0,1761192210.7167487,0.285390675474359,0,231.31465911865234
1,1761192210.8304899,0.322583619266235,0,96.58288955688477
2,1761192210.9240582,0.29240837779172413,0,89.5695686340332
3,1761192211.0424569,0.3079171275869865,0,99.55358505249023
4,1761192211.15111,0.298172990888521,0,99.53761100769043
5,1761192211.2529454,0.3039306575652487,0,91.51959419250488
6,1761192211.3631923,0.3080532513010562,0,90.61217308044434
7,1761192211.4598348,0.29776889732190004,0,93.53423118591309
8,1761192211.5698106,0.2926991132498327,0,92.3452377319336
9,1761192211.6713564,0.3129885234489156,0,85.47592163085938
10,1761192211.7698975,0.30877843419156936,0,92.57316589355469
11,1761192211.8574393,0.31027034338793075,0,84.56945419311523
12,1761192211.9460802,0.33778363603948014,0,79.56099510192871
13,1761192212.0421557,0.32668798603901494,0,81.1762809753418
14,1761192212.1348503,0.3262780109588399,0,79.57839965820312
15,1761192212.2272406,0.3398472278594439,0,78.36723327636719
16,1761192212.3221397,0.3319632964703997,0,79.4367790222168
17,1761192212.415765,0.2930869707640153,0,81.5737247467041
18,1761192212.5059345,0.30534421102224746,0,78.03201675415039
19,1761192212.6012743,0.31050624236686364,0,80.03973960876465
20,1761192212.7143068,0.3102448598771118,0,97.71513938903809
21,1761192212.8178165,0.33534822330386804,0,92.5283432006836
22,1761192212.9127111,0.3014460098391541,0,79.60629463195801
23,1761192213.0080223,0.3410449745822943,0,82.06510543823242
24,1761192213.100823,0.3278017735492419,0,80.0166130065918
25,1761192213.195489,0.31768261713448065,0,80.05094528198242
26,1761192213.29128,0.32139783594181587,0,83.02140235900879
27,1761192213.3819423,0.31084273710125887,0,81.5114974975586
28,1761192213.4767787,0.30250653426933793,0,82.60369300842285
29,1761192213.564694,0.3097649219016161,0,76.59387588500977
30,1761192213.6473134,0.2958805092530485,0,79.62870597839355
31,1761192213.7438989,0.30763445248414045,0,79.58841323852539
32,1761192213.8427324,0.30763445248414045,0,83.34040641784668
33,1761192213.933493,0.29352423993096793,0,79.62656021118164
34,1761192214.0310035,0.29891962822919366,0,83.59622955322266
35,1761192214.1255815,0.31303225168197857,0,81.77638053894043
36,1761192214.2157297,0.32386104125945214,0,79.63919639587402
37,1761192214.3113325,0.3051479256404811,0,81.51078224182129
38,1761192214.4007068,0.19065135020669827,0,79.04219627380371
39,1761192214.4968235,0.11002765327024616,0,81.03060722351074
40,1761192214.587992,0.28105960629900373,0,80.53755760192871
41,1761192214.6818373,0.3078140035205644,0,81.55059814453125
42,1761192214.7927866,0.2974934965447915,0,96.75192832946777
43,1761192214.9053369,0.3052643888052019,0,101.54318809509277
44,1761192214.9965491,0.30476369717258844,0,80.62577247619629
45,1761192215.0908926,0.3046871923624572,0,80.0180435180664
46,1761192215.1820338,0.31588014788845775,0,77.58164405822754
47,1761192215.2840147,0.32159922963114396,0,85.59441566467285
48,1761192215.3779461,0.327678961737689,0,86.39335632324219
49,1761192215.477194,0.3016164809460224,0,89.59603309631348
50,1761192215.5793426,0.30947309298861686,0,82.78584480285645
51,1761192215.6709266,0.30947309298861686,0,79.5447826385498
52,1761192215.7611241,0.304259403474945,0,77.65316963195801
53,1761192215.8556674,0.2894946353946775,0,76.57814025878906
54,1761192215.9503899,0.30793584833868237,0,76.63941383361816
55,1761192216.0507956,0.2929553103958829,0,82.9620361328125
56,1761192216.1343338,0.2818861822744245,0,80.54995536804199
57,1761192216.2179003,0.2912706459801222,0,79.58984375
58,1761192216.3107913,0.29045341156941573,0,79.05030250549316
59,1761192216.4040644,0.3010849371512222,0,79.04529571533203
60,1761192216.507584,0.30817681898512306,0,86.81488037109375
61,1761192216.6005514,0.30155536313042586,0,85.29353141784668
62,1761192216.6907508,0.2976990639709954,0,83.17041397094727
63,1761192216.7798376,0.30793584833868237,0,80.5213451385498
64,1761192216.8757527,0.30547089875098316,0,80.05571365356445
65,1761192216.9710932,0.3124696692889571,0,80.32822608947754
66,1761192217.0658174,0.3141192453884176,0,81.6037654876709
67,1761192217.162353,0.3124613484707401,0,83.1451416015625
68,1761192217.2589414,0.3168889297972828,0,83.5566520690918
69,1761192217.3527374,0.30966564549118114,0,81.53152465820312
70,1761192217.447743,0.32468004785123855,0,82.9315185546875
71,1761192217.9483187,0.3054129251604012,0,493.54028701782227
72,1761192218.0442197,0.30001095956624746,0,77.61383056640625
73,1761192218.1405509,0.2999396248347881,0,79.11229133605957
74,1761192218.233376,0.2922415650849665,0,76.62844657897949
75,1761192218.3293455,0.045572432248240854,0,78.55606079101562
76,1761192218.4250524,0.06303347415306795,0,78.60779762268066
77,1761192218.5223222,0.15351247708743274,0,80.55543899536133
78,1761192218.6128054,0.18976776012195162,0,79.0560245513916
79,1761192218.7062697,0.15102597357717246,0,79.01954650878906
80,1761192218.8031178,0.16302893607826274,0,83.59670639038086
81,1761192218.8926947,0.12252807621212933,0,79.30564880371094
82,1761192218.9855115,0.11377116071184437,0,79.5598030090332
83,1761192219.0750027,0.08552877757710721,0,76.60508155822754
84,1761192219.172986,0.0408836770695955,0,79.81395721435547
85,1761192219.2684863,0.027928898636627862,0,83.5716724395752
86,1761192219.3599663,0.03890893280380583,0,79.59938049316406
87,1761192219.4529557,0.02726233947381136,0,78.60088348388672
88,1761192219.549647,0.0246243117288888,0,80.51133155822754
89,1761192219.641424,0.04409249338298716,0,77.37851142883301
90,1761192219.7347357,0.03518668036591719,0,77.54802703857422
91,1761192219.8258421,0.04659965704899348,0,76.66444778442383
92,1761192219.9215007,0.036830520646298034,0,78.54366302490234
93,1761192220.0125964,0.04068384890402023,0,77.0416259765625
94,1761192220.108043,0.04723297110736149,0,79.0567398071289
95,1761192220.2018852,0.05137817287063093,0,78.11689376831055
96,1761192220.293696,0.04959572066527914,0,77.55279541015625
97,1761192220.390837,0.0415834066627169,0,78.54151725769043
98,1761192220.487712,0.024880740294183593,0,82.52549171447754
99,1761192220.575674,0.0278305609134492,0,77.59785652160645
100,1761192220.6693418,0.03765647384788715,0,76.61724090576172
101,1761192220.7682283,0.032187336938972834,0,79.61678504943848
102,1761192220.8589678,0.040004271820776226,0,77.62742042541504
103,1761192220.9567091,0.07241002556008559,0,80.60932159423828
104,1761192221.0484781,0.18193591175239548,0,78.65643501281738
105,1761192221.1388118,0.2350559698568437,0,76.5998363494873
106,1761192221.2374425,0.26031976643261756,0,78.79424095153809
107,1761192221.3295228,0.27308022910400664,0,77.60906219482422
108,1761192221.4242687,0.2749549166818149,0,80.53469657897949
109,1761192221.5169334,0.2704747873311645,0,80.06405830383301
110,1761192221.612725,0.26989319456341465,0,79.01716232299805
111,1761192221.705996,0.26444184408392735,0,78.02844047546387
112,1761192221.8029304,0.2625789767552529,0,80.99055290222168
113,1761192221.8969488,0.273999742096754,0,79.57077026367188
114,1761192221.9904933,0.2530251303138855,0,77.56328582763672
115,1761192222.0874667,0.26652596908229353,0,80.87468147277832
116,1761192222.1802683,0.27259649756313276,0,78.69982719421387
117,1761192222.2754695,0.23971869530006434,0,79.73885536193848
118,1761192222.357576,0.27023352219788754,0,78.54151725769043
119,1761192222.4479885,0.29888111510936094,0,79.59938049316406
120,1761192222.5421066,0.29451985222226984,0,78.11808586120605
121,1761192222.6354477,0.2987510775244135,0,76.63941383361816
122,1761192222.7164698,0.3235468832432384,0,77.02255249023438
123,1761192222.8105385,0.3098531446081797,0,77.5454044342041
124,1761192222.906235,0.31274314062049546,0,77.99458503723145
125,1761192223.000134,0.2971034549221674,0,75.99902153015137
126,1761192223.0926876,0.2978042694503513,0,77.52466201782227
127,1761192223.1742563,0.3053358573878594,0,77.5749683380127
128,1761192223.2659595,0.3305199197033542,0,77.49462127685547
129,1761192223.3599627,0.30869107968362675,0,78.59492301940918
130,1761192223.45552,0.2981455451105789,0,80.19065856933594
